RegionID,RegionName,StateName,SizeRank,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02
61639,10025,New York,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,910600,936600,1005300,929400,901700,845600,844700,861700,8.64E+05,844900,873100,887200,947800,1012800,1048100,1117300,1043200,1005700,9.23E+05,926900,910400,888600,920800,909300,1040500,1036800,1008500,941300,997600,1090100,1.14E+06,1051700,943200,902300,928800
84654,60657,Illinois,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,394100,396100,402400,411100,4.15E+05,389300,3.84E+05,3.78E+05,390700,389400,381800,380700,366300,373300,366200,365800,321100,324900,309900,314700,307500,316700,324100,321500,328500,338400,330700,3.18E+05,3.22E+05,3.19E+05,3.28E+05,298100,311300,308900,316900,304700,306400,326300,336900,354100,360300,364400,363300,365900,376300,338100,333100,335600,380400,419400,404300,4.11E+05,401500,429700,440500,
91982,77494,Texas,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269100,274700,267400,263500,252900,251600,252800,263500,262700,261700,254600,249800,251400,258400,2.65E+05,266700,267300,274200,278900,276900,270200,271200,274900,280400,278300,280700,2.80E+05,282300,278900,281600,284600,291700,290500,286900,290100,291100,302900,301500,313800,311500,312900,302100,2.93E+05,3.00E+05,301500,310200,302200,304700,304500,304600,305200,308800,312600,314500,316300,314100,323200,329800,336600,337600,330400,327700,315400,314400,318100,320900,319900,318400,321700,321100,331900,334200,341900,347100,345200,345200,331900,329100,315800,310300,309100,323800,,
93144,79936,Texas,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111200,1.13E+05,113200,118400,119800,123600,120200,125600,121700,122600,117400,123300,119200,118200,114100,1.18E+05,119600,118600,118100,117200,117400,119700,124100,121400,1.22E+05,118700,117500,120600,120300,116600,1.05E+05,106700,112600,1.21E+05,119700,120700,118100,119800,118900,119400,118300,117700,1.20E+05,1.15E+05,116100,114200,119100,119300,121300,121400,123600,1.22E+05,120700,117700,1.20E+05,123500,121600,116900,114400,119200,1.19E+05,118100,118300,123500,127800,127800,125700,1.24E+05,125600,129100,129400,1.27E+05,126900,128900,128700,126600,131600,133500,133300,127600,128300,127200,127400,127200,131200,131900,130800,1.29E+05,129500,127700,127900,128100,
91940,77449,Texas,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145700,147800,146700,148800,149600,152800,151800,152500,154400,155600,152400,150500,155600,1.62E+05,163800,160300,159900,1.65E+05,171100,172600,172100,168700,166600,165200,167200,167400,1.69E+05,165100,166900,164800,169200,170700,174400,175300,176700,177100,175800,173800,171800,177700,179500,181200,176900,177700,177400,179200,183200,186500,190100,190500,188600,186600
61616,10002,New York,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450600,427400,405600,435900,448300,469700,456100,496200,521700,542500,529800,545600,535200,562200,5.36E+05,534400,516400,563400,5.61E+05,565300,545100,548800,569400,580900,619900,590600,612800,668900,685900,661500,582400,601200,568800,627100,617700,654600,653700,6.83E+05,679200,669900,719300,789300,846400,834800,814300,772600,751900,738500,728500,748500,790200,798100,829500,762700,777900,719200,794200,767300,856400,844600,850800,805900,811200,849700,848500,923900,967400,978600,870400,823400,805900,857300,786100,778400,722900,843100,828700,810400
61630,10016,New York,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,677900,825500,846900,874600,772100,770900,760300,7.40E+05,832700,852700,853400,718300,685500,709900,720500,703200,661200,730600,7.87E+05,855600,825800,834100,797100,823300,829400,821800,813500,8.00E+05,807600,805500,7.75E+05,758600,747600,782500,808900,881800,871800,891900,785800,774200,781400
74101,37013,Tennessee,8,133400,1.35E+05,133400,133200,132400,132200,131200,131200,127600,124100,121700,125700,132100,131800,128700,125600,128800,129200,127300,127300,123900,125500,120900,1.23E+05,123100,1.22E+05,122200,121800,121800,1.18E+05,117200,1.13E+05,111300,110500,110800,114200,109400,105500,102300,103300,106200,103300,102700,100400,101500,106100,110700,114100,107300,104200,103900,105100,104200,9.90E+04,1.06E+05,112600,114600,107400,105800,109500,114900,120200,121600,124900,123800,120200,117800,119300,125100,130100,132900,134500,133600,1.32E+05,131500,130600,129100,129600,130800,131700,132800,133300,136100,145100,149500,147600,142100,141800,147600,148400,148500,146900,147600,148400,152700,1.53E+05,155400,154100,158900,161900,163800,162900,165700,168600,172700,173300,173400,175700,175700,179900,178300,179200,180400,185700,191400,195100,195400,195600,1.93E+05,196100,200300,206800,214300,216100,221300,216100,217900,216500,214800,214500,209800,212900
71831,32162,Florida,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181300,186300,184600,187800,190700,1.96E+05,199600,206600,207300,2.11E+05,210100,211800,213100,218500,226400,2.28E+05,226600,2.30E+05,231800,234300,233300,234100,2.30E+05,230100,231600,236700,234100,235500,240400,245800,241900,235900,229600,231600,228100,232500,233100,239700,236600,237200,236300,236900,237300,236100,235900,238100,239500,240600,2.33E+05,2.29E+05,236600,2.42E+05,245600,236800,236900,238400,239200,2.38E+05,235200,233900,234200,233700,2.36E+05,242800,2.50E+05,254900,2.51E+05,257300,252500,254400,2.45E+05,248400,251500,250700,
96107,90250,California,10,479900,449700,398300,385900,429400,409200,399400,374800,388600,393900,357200,336200,3.19E+05,321800,314900,318900,319800,322200,317900,313500,313200,334100,3.24E+05,328700,320800,345500,372400,359500,354800,331300,332300,335100,323500,329900,317100,346400,3.35E+05,363800,334100,322400,301400,296800,312400,311600,327400,324300,302600,274800,278500,301900,320300,312200,325100,318100,332100,322400,362300,359300,3.55E+05,346400,365300,372100,368600,387600,402100,419800,414200,401300,403600,3.99E+05,431500,433600,431200,431400,444100,457600,467200,479600,488400,486200,457500,477500,448100,469600,477400,512500,519900,501500,4.98E+05,477300,478100,481100,503200,5.11E+05,498500,505300,501200,524800,5.14E+05,535100,5.39E+05,553400,544500,553700,562300,567800,576300,577600,581300,5.85E+05,599500,596400,6.29E+05,604500,607700,567700,571500,563900,556900,584800,606400,639800,647400,659700,678600,682600,680600,6.57E+05,650500,648800,665600,727700
74242,37211,Tennessee,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172800,173400,170800,168600,1.72E+05,174100,1.81E+05,1.77E+05,181800,182800,187400,184600,185700,183100,187400,189600,192800,198100,211500,215500,2.14E+05,201400,201900,203400,208500,2.13E+05,218300,222800,222800,222500,223200,228200,230100,235800,233600,235500,230800,237600,239400,239900,238800,2.38E+05,255600,257900,265800,259100,257500,254400,245600,247900,252700,253700,2.57E+05,260400,276400
84620,60618,Illinois,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,347400,354700,377500,378700,367100,360400,351200,356500,343800,355600,357300,369100,3.58E+05,343100,333800,341500,347700,334500,340900,3.19E+05,3.21E+05,286400,293700,291300,320200,343200,347200,357800,352900,373200,372800,390400,395500,3.84E+05,375700,367800,371800,342100,318400,308100,340300,366800,376800,389100,3.98E+05,407400,377900,3.67E+05,359400,372800,388400,394400,393400,387800,400300,392400
92036,77573,Texas,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192200,190900,190400,191300,1.91E+05,193300,189200,195800,1.96E+05,200300,196400,198400,200100,203700,205900,2.14E+05,215900,215800,215500,225400,232700,234100,229300,228300,234500,236500,238900,232100,233700,233800,235200,235300,235500,236900,236400,2.40E+05,240100,238200,237100,239600,247500,248400,240600,2.37E+05,235500,239900,241600,245400,252100,254800,256700,256700,256200,257200,258900,259400,259900,260500,261300,259600,256900,256300,259600,258700,267500,263700,263600,259700,255200,
92045,77584,Texas,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173900,183500,189100,192700,1.94E+05,192600,190900,192300,192600,193900,191500,194700,194800,197200,193500,194500,194200,199900,210100,210300,208900,200700,2.05E+05,206800,216400,224700,231200,230600,226600,222200,221700,2.21E+05,221500,226900,231400,236700,235600,235400,238300,238400,241900,245200,251300,256100,263300,261200,261800,257600,258500,256900,251400,249900,2.51E+05,253400,253700,253600,257200,257100,249700,252500,2.54E+05,263500,253400,252800,249300,254200,258200,262200,268900,277600,
66126,20002,District of Columbia,15,401800,402600,348700,333500,350500,365100,370400,364500,359700,344200,317200,314900,306600,3.23E+05,294800,286500,297400,327500,331400,312800,314700,312600,324600,319300,315600,296200,292900,302700,307300,3.20E+05,343600,355200,375200,352400,363400,355500,356700,342800,322400,332400,341400,349500,335300,3.52E+05,343600,368300,331300,352500,334600,357800,346200,368900,387700,403700,418300,413500,412300,391700,3.97E+05,404800,412300,412900,420200,429800,437300,440800,464800,475300,475600,4.64E+05,456700,465700,470600,459700,431500,438200,469900,495300,498900,501200,512400,504200,5.04E+05,508500,514300,516900,4.98E+05,504700,501800,523800,520200,523300,526100,524800,534400,524500,529400,528600,538900,526200,5.21E+05,520200,5.36E+05,563900,561400,567800,530800,585700,593200,614600,563900,559900,569500,582400,593700,582300,569600,584200,610600,648300,643700,625300,608500,590400,595500,597100,604100,603500,628600,620300,607400,
92271,78130,Texas,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197600,200800,1.97E+05,188900,187900,181200,182900,190300,199700,202900,200800,198900,199900,198400,202800,198800,2.04E+05,201700,206900,204600,209500,211600,218300,2.20E+05,219900,217900,218800,221700,225700,213300,210500,205400,217200,228900,226100,227400,226100,228800,2.22E+05,217200,226100,227200,228900,225400,
69816,28269,North Carolina,17,153900,156400,151900,150100,142600,142200,147100,149300,1.43E+05,139900,140800,1.52E+05,1.49E+05,153100,150400,154100,149800,148900,150900,151500,150700,143300,137900,137100,140500,148100,1.50E+05,150400,148900,139500,133800,127500,133100,135100,138300,142500,139900,139100,133300,135100,136400,133900,131500,135400,132400,133400,130700,132400,128100,130700,140200,142600,1.37E+05,128900,134900,135700,1.35E+05,132500,1.36E+05,1.45E+05,148900,148500,1.48E+05,143900,146300,148800,1.58E+05,155500,154800,148600,152100,156500,165800,165600,163800,157200,159700,1.62E+05,165500,162200,160400,162600,1.64E+05,164700,1.62E+05,162300,164300,166300,166900,163500,163200,164800,162200,164800,166300,169200,168100,175100,176700,179600,173300,176500,175500,177900,180500,1.78E+05,1.74E+05,170100,174200,178400,180400,180400,175300,173300,172600,178300,181900,183500,182400,187900,193600,197400,199900,199700,1.99E+05,192400,193900,1.95E+05,1.96E+05,197400,198200,210700
92551,78613,Texas,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251200,253400,254700,253900,254100,257700,255700,254300,251200,256300,263200,266600,267300,265600,267900,268800,272500,272700,2.77E+05,275300,277700,275500,277200,277700,284400,283200,283500,276200,278900,277500,279300,280900,276800,275200,274500,2.79E+05,282500,291200,3.01E+05,305300,300100,303500,305400,,
97771,94565,California,19,,,,,,,,,,,,,,,,,,,148400,160200,173500,179700,180500,178500,177500,174500,173200,167700,170400,1.66E+05,173800,165800,160300,156700,152300,156800,144200,146400,147400,160400,164300,161100,152200,152600,155400,154900,159400,162700,171200,169200,172900,1.72E+05,174800,169900,170800,170100,175600,178700,178100,1.85E+05,189100,1.99E+05,206600,221100,251600,273200,298300,290700,288200,277100,286600,3.37E+05,344800,338300,289700,281800,283100,276400,286900,281100,288200,279500,297500,299200,308800,305100,306200,311500,317800,3.29E+05,327200,323200,322200,322600,3.29E+05,333100,339600,349400,355800,358800,353700,352400,348600,362400,368200,383900,374800,370800,360700,375100,377300,378600,380500,392800,406100,410900,405400,4.12E+05,415700,432200,425700,4.26E+05,419700,431800,432900,431300,4.28E+05,426900,424600,428600,4.37E+05,444500
93123,79912,Texas,20,206100,206800,197500,186300,174500,179800,181500,193800,193300,191400,196700,202400,219500,2.10E+05,2.04E+05,1.86E+05,180600,178700,178700,177400,173200,170500,186400,200800,205200,191100,184600,178400,1.80E+05,178100,202900,207200,203700,1.89E+05,1.91E+05,210400,208300,199800,193400,1.90E+05,192600,182100,189500,185400,173600,1.68E+05,177200,202100,192700,1.93E+05,176700,174500,160400,170200,190700,198300,185300,175500,177200,1.84E+05,179600,182900,182700,1.89E+05,184400,181200,179600,198400,195400,193300,180900,1.90E+05,182300,175600,170700,178300,1.87E+05,189700,191600,178900,176700,167800,165900,160400,1.72E+05,175400,183500,183100,189300,191400,186900,186900,188400,193600,192400,199800,195700,190400,1.84E+05,182600,1.87E+05,176200,176800,184200,190200,195600,189600,189600,1.93E+05,197800,197600,187300,177500,190800,196100,201300,199100,200600,205600,1.98E+05,199600,2.00E+05,2.01E+05,201500,192900,195800,193600,194100,182700,186700,193400,205100
66133,20009,District of Columbia,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,430300,409500,404200,424200,428200,426400,437100,460300,486400,474800,4.87E+05,467200,469800,441600,442800,429900,4.24E+05,402500,416800,460300,479500,458800,441300,434100,461600,459200,460100,447200,433700,459900,484200,503700,503500,480600,487500,479500,503900,486700,4.75E+05,468100,466600,490300,500100,507800,507100,506900,532500,5.35E+05,538100,533400,547500,548400,540900,5.08E+05,4.76E+05,477200,470800,5.06E+05,4.94E+05,523200,506400,531700,525700,534800,524500,534200,556500,569700,581900,578900,557600,528700,4.99E+05,492700,515600,547400,585900,570100,559200,547500,550200,545100,540700,554500,5.81E+05,589200,580800,5.51E+05,543500,560700,5.68E+05,565100,549900,555100,592600,584100,588500,550900,552800,529600,536200,529100,559300,566800,
90654,75052,Texas,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158500,163200,161100,164500,164200,164400,160800,161500,163200,167100,167800,165800,167600,167200,169100,168600,167500,170900,171300,174800,176500,180800,1.82E+05,182300,181200,183600,198100,201500,197500,187300,188500,188200,188600,1.90E+05,197400,196100,194800,192600,199500,211900,217600,221900,220400,218700,212400,202500,202900,209100,2.17E+05,2.25E+05,2.31E+05,227200,225300,
74126,37042,Tennessee,23,111400,108800,111300,110500,104500,101500,101500,99400,98700,99300,109400,108200,111400,107800,1.12E+05,110100,107300,109600,110500,110600,107100,105800,111500,110900,109600,105900,106400,1.04E+05,1.03E+05,101200,102500,1.03E+05,104700,109600,118400,121100,115600,108600,105600,109100,107700,112200,1.12E+05,111600,110700,113200,120600,116800,115800,111900,115300,1.14E+05,110700,109500,110400,1.10E+05,1.10E+05,111300,115800,1.12E+05,110400,106500,114300,113700,114600,1.09E+05,107400,101900,102800,102300,104700,106300,103800,108700,106700,109600,107500,111900,112300,110700,107800,105600,112100,109500,1.12E+05,109400,112500,1.15E+05,110600,109600,108100,110200,108500,109400,110200,113500,114500,114600,115800,115400,118700,120900,124200,124400,124600,124700,125200,125500,125400,124100,122900,121500,120100,121500,121200,123900,124500,1.32E+05,141600,142800,141400,137900,141400,1.42E+05,139300,139700,141500,140700,139600,140700,149600,
91926,77433,Texas,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245800,245600,2.20E+05,214800,209400,227800,231700,236800,240600,237100,240800,227500,220200,221100,229600,225100,225500,218800,2.31E+05,2.38E+05,241500,236400,213100,205900,207800,211400,216500,2.16E+05,2.26E+05,233700,237300,238400,236500,242400,248400,255600,253100,251100,246300,256800,261900,2.70E+05,262700,255300,259100,268500,277700,275700,281500,277400,
89925,73099,Oklahoma,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143200,144800,143800,143200,141200,143200,147200,148400,147800,147500,147600,147800,1.48E+05,150300,151200,151700,148300,148300,145300,147100,147600,149800,152500,153700,155100,153500,152800,150700,151400,149800,1.53E+05,155800,151800,148400,148900,154400,1.59E+05,157800,160300,1.62E+05,167200,167200,1.66E+05,152200,149800,149600,165100,167600,171800,166500,169700,164300,161300,160300,1.64E+05,172800,
91922,77429,Texas,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206700,218500,223900,222600,211100,205300,207200,209800,208700,207300,2.07E+05,209800,212900,2.16E+05,220500,220600,213900,211800,2.13E+05,214300,218100,221900,228900,229100,2.31E+05,230600,2.30E+05,228900,229100,2.32E+05,231400,230100,230300,236100,239300,234500,232700,239100,236400,235400,231900,239100,240500,237700,237400,2.40E+05,251300,262700,2.78E+05,2.77E+05,263400
61617,10003,New York,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1035900,1026100,1024900,1073200,1163600,1217200,1.13E+06,1156300,1154800,1135300,1169700,1200100,1376600,1275500,1094500,1.17E+06,1120600,1285800,1135600,1155600,1247800,1.14E+06,1149200,974800,1.13E+06
91968,77479,Texas,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345900,332300,336100,339100,319500,325400,334400,345600,328200,320300,325900,333600,3.38E+05,332300,3.24E+05,318400,330700,345300,335100,318800,313800,305300,3.14E+05,327700,355400,363200,365300,373400,378400,370300,3.55E+05,3.72E+05,3.85E+05,404700,392600,378100,358800,352700,359300,372300,381600,381600,3.96E+05,400500,373500,342700,322300,343700,345200,349700,347600,358900,359400,354400,3.41E+05,325700,,
70829,30044,Georgia,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78200,76200,77700,77400,79500,80400,81300,81200,81300,81500,81800,81200,83900,88700,94600,95800,97600,97500,99700,99100,103100,106200,109300,109400,111600,113400,118300,119800,122200,121600,122200,122200,122500,123500,125700,128800,130600,130700,1.31E+05,133100,134200,135200,141300,144200,1.45E+05,144700,144600,147700,144300,147100,148200,148700,149700,150200,153400,156200,158400,159200,159500,157400,158800,159800,162100,164300,164400,168600,1.70E+05,178500,178100,178700,173400,1.75E+05,176200,177900,178600,179600,178300,179900,1.81E+05,189200,192100,195100,189500,191200,187300,192500,189600,,
86026,63376,Missouri,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161300,161700,159300,162500,161600,162700,161900,162700,161900,161300,164500,164500,161300,1.60E+05,158600,162200,163200,166300,168500,170100,170800,173200,170600,169500,1.69E+05,173600,174100,1.75E+05,1.78E+05,173900,174500,170800,177100,178800,179500,179700,178600,178300,181900,1.80E+05,183300,186400,189500,1.89E+05,186500,187900,190700,191800,190200,186700,188300,188600,190700,
70828,30043,Georgia,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116100,117200,115700,111300,108400,105300,107900,116300,121700,123200,121600,122400,124400,125500,131500,137300,143200,143400,143900,144500,150500,152200,152700,1.50E+05,150800,152200,153600,155300,1.52E+05,149900,152200,1.60E+05,165100,166600,168700,170100,171400,1.73E+05,179300,180300,180600,178200,179200,180100,179600,180100,180600,181400,183800,184500,192800,193300,189800,183100,182400,1.89E+05,192100,1.95E+05,1.98E+05,196200,198500,198700,2.10E+05,209100,210500,206100,212200,214500,215200,217800,216800,213400,212400,218100,225500,221400,217500,214900,218600,2.21E+05,2.22E+05,225800,2.27E+05,2.27E+05,224300,226500,236200,
84627,60625,Illinois,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261400,260800,273800,2.89E+05,253100,235400,217700,262700,266400,271600,253900,262400,2.63E+05,2.60E+05,251200,245200,270200,2.82E+05,281200,2.59E+05,253600,253500,257600,255100,2.57E+05,253400,262200,263100,254100,218400,216600,216100,248700,257500,273200,273100,250100,248900,230300,236600,245200,258600,283600,280900,268700,240600,225400,229400,247900,258500,2.66E+05,261100,256700,251100,253400,254100,271300,274600,284200,273300,291100,288200,299800,300400,299700,316900
84630,60629,Illinois,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88700,85800,97200,89600,93500,82800,85300,73500,78700,71800,8.00E+04,83100,90200,91900,92300,92800,94900,101800,105800,109100,105600,102200,95900,98500,103300,114600,115500,111900,108900,110800,119200,115100,127400,1.29E+05,140700,118500,117400,111400,123400,122100,127300,129400,128600,123500,125400,130300,138400,135600,132900,130700,1.34E+05,138300,143600,141600,141300,140300,143900,143400,139600,131400,134700,141500,152100,158400,155300,153900,148100,1.51E+05,167700,171100,170500,151100,154600,156100,162700,159300,169200,175500,181600,175400,186600,180500,1.82E+05,165500
69823,28277,North Carolina,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272900,261300,241800,230700,251600,280800,275500,2.62E+05,246800,253800,247900,241700,245700,253500,250900,248600,257600,2.59E+05,257700,246400,240200,247600,250100,255300,250500,259700,268900,261700,257500,256700,271400,281500,279500,279200,2.78E+05,284200,294900,288400,283700,278800,276200,300300,304100,315800,298300,287400,283300,275900,276900,278400,281400,277200,279700,274700,275400,260100,262400,266500,275300,2.76E+05,272600,266900,254600,2.63E+05,265400,280200,276200,286900,306600,316300,321400,315700,314200,321800,317700,315700,311800,3.25E+05,325600,314800,3.18E+05
60545,7030,New Jersey,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,644500,663800,700500,7.23E+05,745800,713200,750400,699200,713200,682400,704700,681200,692300,702200,734900,702800,726100,732700,820300,772700,779500,721900,752800,697400,684100,624400,6.74E+05,663900,732300,712700,790500
92341,78245,Texas,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138900,139100,136800,136500,136400,139800,138900,139900,138400,140900,141400,141900,142500,140900,146800,147900,154500,150100,149300,151300,155500,152900,150200,150500,159100,163600,166800,171200,169200,168800,167400,1.67E+05,170200,164900,170500,165900,165300,1.66E+05,169900,175500,173100,173400,175700,176800,176400,175300,173200,170100,169300,176300,1.84E+05,187700,184700,187800,192400,200600,199700,192400,
90823,75287,Texas,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250200,253900,2.53E+05,255100,261100,2.68E+05,273400,2.97E+05,301800,304600,286800,255200,277900,272200,304100,259500,260100,2.60E+05,286100,288200,2.84E+05,284100,299300,331500,368300,3.63E+05,337300,302700,308600,3.11E+05,3.00E+05,286700,284300,285400,283100,298600,322200,325100,317600,288100,303900,339900,355300,3.69E+05,354200,3.36E+05
94748,85032,Arizona,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180500,184400,184900,191700,189600,192800,192700,192600,210800,214600,221200,208500,205100,197300,196800,197600,204800,212100,215900,218300,214800,217100,216200,225900,224300,229700,222700,224500,232100,237200,230900,230700,219300,220500,217400,2.26E+05
67732,23464,Virginia,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229400,2.26E+05,225400,226600,225900,221200,220400,222500,220700,220400,219100,226900,227500,227500,227700,228900,233900,233800,2.34E+05,225500,226200,235100,2.42E+05,242600,236900,2.40E+05,242100,242400,238900,239300,232100,231300,230700,243800,253500,257800,249700,239200,236100,239200,244300,245400,240700,239200,
70874,30096,Georgia,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106800,108600,110900,1.14E+05,107400,105700,106600,106800,108300,107200,107900,105200,103800,107900,115800,118900,121900,125900,129400,134300,136800,141400,146500,151500,1.51E+05,147500,1.43E+05,144800,144600,146100,147200,149800,148600,1.56E+05,155900,1.58E+05,155600,162800,1.69E+05,170200,169400,169300,1.69E+05,174700,174400,173200,170700,173700,176600,170400,168400,175300,1.86E+05,190300,188100,182900,185700,182200,182700,178700,183100,188600,197500,197400,1.97E+05,189500,192800,190100,193700,194200,197500,2.00E+05,199700,1.99E+05,196400,197200,200100,206900,209400,2.07E+05,202400,203800,209400,2.17E+05,218100,2.19E+05,216300,221700,
99534,98052,Washington,41,435400,433500,4.20E+05,413300,413500,453800,464500,448100,427100,418500,483400,465900,4.50E+05,384900,397800,403400,402600,388900,413400,402800,432300,411900,431200,408400,405800,4.02E+05,402900,3.89E+05,389700,402700,435700,429800,451100,436100,428600,403400,405800,424600,414200,384700,372900,385600,401600,395700,395300,412600,406200,394300,379900,391300,396100,394800,407700,4.18E+05,419900,407600,425600,421100,431300,4.23E+05,430900,4.41E+05,436700,443700,453300,450300,453700,438800,452300,456500,455100,440900,457800,466900,488800,480800,498900,498700,493400,4.66E+05,4.55E+05,4.72E+05,501400,489700,480800,475100,492700,495800,490800,517900,528500,540700,533700,537200,541700,558100,569200,558300,549400,551400,5.73E+05,578900,586600,6.14E+05,6.18E+05,633900,644900,669300,6.73E+05,6.69E+05,681800,702800,684100,674200,678300,706900,7.34E+05,705300,690500,694800,725900,768300,774700,773700,749100,7.55E+05,785700,809700,791700,770100,688200,700500
