"Date","RegionID","RegionName","State","Metro","County","SizeRank","Zhvi","MoM","QoQ","YoY","5Year","10Year","PeakMonth","PeakQuarter","PeakZHVI","PctFallFromPeak","LastTimeAtCurrZHVI"
2019-02-28,6181,"New York","NY","New York-Newark-Jersey City","Queens County",0,681000,-0.000440334654337296,-0.000440334654337296,0.0428790199081164,0.0663545273682156,0.0389790502975458,"2018-12","2018-Q4",682100,-0.00161266676440405,"2018-11"
2019-02-28,12447,"Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",1,694200,0.00115373521776752,0.00652457590256633,0.0453244993223912,0.0784345200116292,0.0478991965956068,"2019-02","2019-Q1",694200,0,"2019-02"
2019-02-28,17426,"Chicago","IL","Chicago-Naperville-Elgin","Cook County",2,228900,0.00131233595800525,0.00438788942518649,0.00703915530136384,0.048309383714632,0.00171995991261475,"2007-02","2007-Q1",263900,-0.13262599469496,"2004-11"
2019-02-28,39051,"Houston","TX","Houston-The Woodlands-Sugar Land","Harris County",3,186900,0.00537923614846692,0.0207536865101038,0.072289156626506,0.0853442355375531,0.0406305167863878,"2019-02","2019-Q1",186900,0,"2019-02"
2019-02-28,6915,"San Antonio","TX","San Antonio-New Braunfels","Bexar County",4,176400,0.00284252416145537,0.0149597238204833,0.0769230769230769,0.0770642240081301,0.0374765560048766,"2019-02","2019-Q1",176400,0,"2019-02"
2019-02-28,13271,"Philadelphia","PA","Philadelphia-Camden-Wilmington","Philadelphia County",5,160700,0.004375,0.028809218950064,0.115197779319917,0.0911389674215237,0.0345678666429408,"2019-02","2019-Q1",160700,0,"2019-02"
2019-02-28,40326,"Phoenix","AZ","Phoenix-Mesa-Scottsdale","Maricopa County",6,242300,0.00331262939958592,0.0116910229645094,0.0745011086474501,0.0865424197474423,0.0417242013425505,"2006-05","2006-Q2",252300,-0.0396353547364249,"2006-01"
2019-02-28,18959,"Las Vegas","NV","Las Vegas-Henderson-Paradise","Clark County",7,275100,0.00182083029861617,0.00548245614035088,0.108827085852479,0.102875791767948,0.0439700149561217,"2006-06","2006-Q2",312200,-0.118834080717489,"2004-12"
2019-02-28,54296,"San Diego","CA","San Diego-Carlsbad","San Diego County",8,632000,-0.00173748223029537,-0.00157977883096367,0.0233160621761658,0.059357970955741,0.0455052200037072,"2018-12","2018-Q4",633900,-0.0029973181889888,"2018-11"
2019-02-28,38128,"Dallas","TX","Dallas-Fort Worth-Arlington","Dallas County",9,214900,0.0127238454288407,0.0601874691662556,0.169205658324266,0.147951476371192,0.0656373045294905,"2019-02","2019-Q1",214900,0,"2019-02"
2019-02-28,33839,"San Jose","CA","San Jose-Sunnyvale-Santa Clara","Santa Clara County",10,1073500,-0.0100516414607156,-0.020529197080292,0.0484422306865905,0.0983110173189676,0.0692992075597629,"2018-10","2018-Q4",1097900,-0.0222242462883687,"2018-06"
2019-02-28,10221,"Austin","TX","Austin-Round Rock","Travis County",11,365600,0.00274273176083379,0.0110619469026549,0.0756104736687261,0.085751791400716,0.0553621956378441,"2019-02","2019-Q1",365600,0,"2019-02"
2019-02-28,25290,"Jacksonville","FL","Jacksonville","Duval County",12,177200,0.00681818181818182,0.0201496833621186,0.092478421701603,0.103486570617099,0.0250209992961834,"2006-10","2006-Q4",182000,-0.0263736263736264,"2006-05"
2019-02-28,20330,"San Francisco","CA","San Francisco-Oakland-Hayward","San Francisco County",13,1365700,-0.00357507660878447,-0.00182721824294694,0.0418033412159585,0.0863074345438335,0.0644517335658918,"2019-01","2019-Q1",1370600,-0.00357507660878447,"2018-11"
2019-02-28,32149,"Indianapolis","IN","Indianapolis-Carmel-Anderson","Marion County",14,142900,0.0106082036775106,0.0362581580855693,0.148713826366559,0.104847915707884,0.0296432599265617,"2019-02","2019-Q1",142900,0,"2019-02"
2019-02-28,24043,"Charlotte","NC","Charlotte-Concord-Gastonia","Mecklenburg County",15,225000,0.00401606425702811,0.0213345438039038,0.0859073359073359,0.0899024739913836,0.0373033774956277,"2019-02","2019-Q1",225000,0,"2019-02"
2019-02-28,18172,"Fort Worth","TX","Dallas-Fort Worth-Arlington","Tarrant County",16,197100,0.00458715596330275,0.0228334198235599,0.0956086714841579,0.10305170647637,0.0486235706006639,"2019-02","2019-Q1",197100,0,"2019-02"
2019-02-28,10920,"Columbus","OH","Columbus","Franklin County",17,154100,0.0091683038637852,0.025965379494008,0.0829234012649332,0.0914300617853321,0.030870750727138,"2019-02","2019-Q1",154100,0,"2019-02"
2019-02-28,7481,"Tucson","AZ","Tucson","Pima County",18,187800,0.00589180503481521,0.0123989218328841,0.0580281690140845,0.057950011293981,0.0111434838170386,"2006-07","2006-Q3",215200,-0.127323420074349,"2005-07"
2019-02-28,12455,"Louisville","KY","Louisville/Jefferson County","Jefferson County",19,158900,0.00189155107187894,0.00315656565656566,0.0460829493087558,0.0505106516047811,0.0254406809725021,"2019-02","2019-Q1",158900,0,"2019-02"
2019-02-28,17933,"El Paso","TX","El Paso","El Paso County",20,128500,0.00155884645362432,0.0126083530338849,0.055008210180624,0.0249553796659903,0.00745641919717377,"2019-02","2019-Q1",128500,0,"2019-02"
2019-02-28,13121,"Orlando","FL","Orlando-Kissimmee-Sanford","Orange County",21,241800,0.00666111573688593,0.0267515923566879,0.0891891891891892,0.104057678695192,0.0369624507198529,"2006-09","2006-Q3",263200,-0.081306990881459,"2006-02"
2019-02-28,11093,"Denver","CO","Denver-Aurora-Lakewood","Denver County",22,427300,0.000234082397003745,0.00754539023815138,0.050135168346031,0.108241499074964,0.0685904412770717,"2019-02","2019-Q1",427300,0,"2019-02"
2019-02-28,16037,"Seattle","WA","Seattle-Tacoma-Bellevue","King County",23,729400,-0.00259811294954191,-0.00382409177820268,-0.0240834894300241,0.107738515897502,0.0595050068946825,"2018-06","2018-Q2",750500,-0.0281145902731512,"2018-01"
2019-02-28,32811,"Memphis","TN","Memphis","Shelby County",24,85800,0.00350877192982456,0.0153846153846154,0.052760736196319,0.0844717711976985,0.0305554307576017,"2007-05","2007-Q2",88100,-0.0261066969353008,"2006-02"
2019-02-28,44269,"Boston","MA","Boston-Cambridge-Newton","Suffolk County",25,600100,0.00351170568561873,0.0107798551456965,0.0565140845070422,0.0814432239793572,0.0605369471329587,"2019-02","2019-Q1",600100,0,"2019-02"
2019-02-28,41568,"Washington","DC","Washington-Arlington-Alexandria","District of Columbia",26,579200,-0.00241129865656218,-0.000345184673800483,0.0383650053782718,0.0595166870546056,0.0472290283961798,"2018-12","2018-Q4",581000,-0.00309810671256454,"2018-11"
2019-02-28,6118,"Nashville","TN","Nashville-Davidson--Murfreesboro--Franklin","Davidson County",27,266000,0.003394945303659,0.0117915557246101,0.0704225352112676,0.119459900833601,0.0579754159011749,"2019-02","2019-Q1",266000,0,"2019-02"
2019-02-28,13373,"Portland","OR","Portland-Vancouver-Hillsboro","Multnomah County",28,425700,0.000470035252643948,0.00566973777462792,-0.00234356690883525,0.0878661154424281,0.0464288299160414,"2018-03","2018-Q1",428200,-0.00583839327417095,"2018-02"
2019-02-28,20288,"Sacramento","CA","Sacramento--Roseville--Arden-Arcade","Sacramento County",29,325100,0.00215782983970407,0.00774953502789833,0.037663581232046,0.0943780508193601,0.0553462319559586,"2005-12","2005-Q4",348800,-0.067947247706422,"2005-04"
2019-02-28,3523,"Baltimore","MD","Baltimore-Columbia-Towson","Baltimore City",30,119200,-0.00417710944026733,-0.00583819849874896,0.0965961361545538,0.0857499869710558,-0.00450065138290079,"2007-09","2007-Q3",138100,-0.13685734974656,"2006-06"
2019-02-28,5976,"Milwaukee","WI","Milwaukee-Waukesha-West Allis","Milwaukee County",31,121600,0.0108063175394846,0.0244313395113732,0.0857142857142857,0.0714849730552582,-0.00041025698004038,"2007-04","2007-Q2",138100,-0.119478638667632,"2004-12"
2019-02-28,18203,"Fresno","CA","Fresno","Fresno County",32,241400,0.00332502078137988,0.0138597228055439,0.068614431164232,0.0778992653984232,0.0312842021920761,"2006-05","2006-Q2",293300,-0.176951926355268,"2005-02"
2019-02-28,40152,"Omaha","NE","Omaha-Council Bluffs","Douglas County",33,174400,0.00576701268742791,0.0186915887850467,0.0758790869833436,0.0590619544691795,0.0317383664713387,"2019-02","2019-Q1",174400,0,"2019-02"
2019-02-28,23429,"Albuquerque","NM","Albuquerque","Bernalillo County",34,201600,0.00348432055749129,0.0135746606334842,0.0638522427440633,0.0422749854403226,0.00499567435237624,"2019-02","2019-Q1",201600,0,"2019-02"
2019-02-28,33225,"Oklahoma City","OK","Oklahoma City","Oklahoma County",35,130600,0.00461538461538462,0.015552099533437,0.0324110671936759,0.0552674128497803,0.0289236955811476,"2019-02","2019-Q1",130600,0,"2019-02"
2019-02-28,54047,"Raleigh","NC","Raleigh","Wake County",36,272800,0.00367917586460633,0.017151379567487,0.0614785992217899,0.0616214788516565,0.0283347543881163,"2019-02","2019-Q1",272800,0,"2019-02"
2019-02-28,19331,"Mesa","AZ","Phoenix-Mesa-Scottsdale","Maricopa County",37,250800,0.00440528634361234,0.0149736948603804,0.0805687203791469,0.0761072367551725,0.0437765799022445,"2006-05","2006-Q2",254400,-0.0141509433962264,"2006-03"
2019-02-28,37211,"Atlanta","GA","Atlanta-Sandy Springs-Roswell","Fulton County",38,260200,0.0030840400925212,0.0187940485512921,0.122035360068995,0.123591216687379,0.041841122494926,"2019-02","2019-Q1",260200,0,"2019-02"
2019-02-28,18795,"Kansas City","MO","Kansas City","Jackson County",39,149300,0.00538720538720539,0.0205058099794942,0.105107327905255,0.0385042241803277,0.0189055228924833,"2019-02","2019-Q1",149300,0,"2019-02"
2019-02-28,46298,"Long Beach","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",40,597400,0.0016767270288397,0.00420238695579089,0.0326707000864304,0.0593420843919075,0.0401759186102566,"2019-02","2019-Q1",597400,0,"2019-02"
2019-02-28,4172,"Colorado Springs","CO","Colorado Springs","El Paso County",41,292000,0.00724387719903415,0.0245614035087719,0.091588785046729,0.0814517322643276,0.0424918222446644,"2019-02","2019-Q1",292000,0,"2019-02"
2019-02-28,41515,"Virginia Beach","VA","Virginia Beach-Norfolk-Newport News","Virginia Beach City",42,266400,0.000375516334960571,0.00718336483931947,0.0337601862630966,0.0229737132401417,0.00410781969381246,"2007-05","2007-Q2",277400,-0.0396539293439077,"2005-10"
2019-02-28,12700,"Miami","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County",43,339700,0.00236057834169371,0.0116140559857058,0.0413856529736358,0.0894889418701217,0.0452593957131784,"2007-05","2007-Q2",357100,-0.0487258471016522,"2006-04"
2019-02-28,13072,"Oakland","CA","San Francisco-Oakland-Hayward","Alameda County",44,734900,-0.00257871878393051,-0.0059515758149601,-0.00983562382107249,0.105041727503072,0.067034334156886,"2018-03","2018-Q1",743100,-0.0110348539900417,"2018-01"
2019-02-28,20859,"Tulsa","OK","Tulsa","Tulsa County",45,120600,0.00249376558603491,0.00249376558603491,0.0168634064080944,0.0556304183986189,0.0222266405647684,"2019-02","2019-Q1",120600,0,"2019-02"
2019-02-28,5983,"Minneapolis","MN","Minneapolis-St. Paul-Bloomington","Hennepin County",46,265900,0.003017729158808,0.0117960426179604,0.0522358527898694,0.0731694302491621,0.0338547896709147,"2019-02","2019-Q1",265900,0,"2019-02"
2019-02-28,18615,"Honolulu","HI","Urban Honolulu","Honolulu County",47,672700,-0.00266864343958488,0.00193625260649389,0.0184708554125662,0.0464809516633977,0.0331070671458908,"2018-08","2018-Q3",676500,-0.00561714708056171,"2018-07"
2019-02-28,24115,"Cleveland","OH","Cleveland-Elyria","Cuyahoga County",48,55900,0.00902527075812274,0.0256880733944954,0.118,0.103904454391365,-0.0129770803039296,"2006-02","2006-Q1",89800,-0.377505567928731,"1997-05"
2019-02-28,19594,"New Orleans","LA","New Orleans-Metairie","Orleans Parish",49,181800,0.00386526780784097,-0.00383561643835616,-0.0194174757281553,0.0485978079661484,0.0407801899234126,"2018-04","2018-Q2",188700,-0.0365659777424483,"2017-07"
2019-02-28,50763,"Arlington","TX","Dallas-Fort Worth-Arlington","Tarrant County",50,208000,0.00531657805703238,0.0251355347461804,0.100529100529101,0.100770944572517,0.0495029601498032,"2019-02","2019-Q1",208000,0,"2019-02"
2019-02-28,44055,"Baton Rouge","LA","Baton Rouge","East Baton Rouge Parish",51,166500,0.00120264582080577,0,0.0360920970752956,0.0346880326638108,0.0110311616503753,"2019-02","2019-Q1",166500,0,"2019-02"
2019-02-28,7929,"Wichita","KS","Wichita","Sedgwick County",52,127600,0.002356637863315,0.00789889415481832,0.0668896321070234,0.0468318470839499,0.016160041262016,"2019-02","2019-Q1",127600,0,"2019-02"
2019-02-28,25428,"Knoxville","TN","Knoxville","Knox County",53,173300,0.00990675990675991,0.028486646884273,0.10031746031746,0.0639729883469442,0.0267437094069625,"2019-02","2019-Q1",173300,0,"2019-02"
2019-02-28,41176,"Tampa","FL","Tampa-St. Petersburg-Clearwater","Hillsborough County",54,222200,0.00316027088036117,0.0113791533909877,0.083373963920039,0.149112375055925,0.0484815591885814,"2019-02","2019-Q1",222200,0,"2019-02"
2019-02-28,16846,"Aurora","CO","Denver-Aurora-Lakewood","Arapahoe County",55,325300,0.00184785956267324,0.0102484472049689,0.0490164463076427,0.122054809373611,0.072268928451265,"2019-02","2019-Q1",325300,0,"2019-02"
2019-02-28,47401,"Riverside","CA","Riverside-San Bernardino-Ontario","Riverside County",56,408900,0.00491521258294421,0.0156482861400894,0.0503467762650912,0.078600954669193,0.0492206467372895,"2006-09","2006-Q3",426900,-0.0421644413211525,"2006-01"
2019-02-28,3506,"Bakersfield","CA","Bakersfield","Kern County",57,241200,0.00625782227784731,0.0151515151515152,0.0597539543057996,0.0421630234535113,0.0321334265142148,"2006-06","2006-Q2",322200,-0.251396648044693,"2005-02"
2019-02-28,26529,"Pittsburgh","PA","Pittsburgh","Allegheny County",58,151800,0.00396825396825397,0.0126751167444963,0.104803493449782,0.123240660620248,0.0626166736620786,"2019-02","2019-Q1",151800,0,"2019-02"
2019-02-28,4099,"Cincinnati","OH","Cincinnati","Hamilton County",59,144900,0.00835073068893528,0.0327868852459016,0.108645753634277,0.0806945804195027,0.0277528247387151,"2019-02","2019-Q1",144900,0,"2019-02"
2019-02-28,16764,"Anaheim","CA","Los Angeles-Long Beach-Anaheim","Orange County",60,596700,-0.00400600901352028,-0.00100452034153692,0.0217465753424658,0.057586501820778,0.0406755512680816,"2006-07","2006-Q3",604400,-0.0127399073461284,"2006-04"
2019-02-28,47568,"Santa Ana","CA","Los Angeles-Long Beach-Anaheim","Orange County",61,546100,-0.00328527103486038,-0.00018308311973636,0.0372269705603039,0.069320733246464,0.0463313698336343,"2006-08","2006-Q3",595800,-0.0834172541121182,"2005-11"
2019-02-28,4174,"Columbia","SC","Columbia","Richland County",62,134000,0.00449775112443778,0.0151515151515152,0.0542879622344611,0.0440858465388285,0.00530056070252471,"2019-02","2019-Q1",134000,0,"2019-02"
2019-02-28,32172,"Islip","NY","New York-Newark-Jersey City","Suffolk County",63,371600,0.011707051456575,0.0397313933967543,0.0702764976958525,0.0353160245024864,0.00798215279567738,"2006-06","2006-Q2",416200,-0.107160019221528,"2005-01"
2019-02-28,12562,"Marietta","GA","Atlanta-Sandy Springs-Roswell","Cobb County",64,287700,0.00278842802370164,0.0180467091295117,0.0743091859596714,0.0860619125920816,0.0347749269890989,"2019-02","2019-Q1",287700,0,"2019-02"
2019-02-28,38025,"Corpus Christi","TX","Corpus Christi","Nueces County",65,150200,0.00200133422281521,0.0107671601615074,0.0452331245650661,0.0487298899676731,0.0223611659004384,"2019-02","2019-Q1",150200,0,"2019-02"
2019-02-28,6891,"Saint Louis","MO","St. Louis","Saint Louis City",66,119600,0.00419815281276238,0.00843170320404722,0.0152801358234295,0.0513717408963019,-0.00173910185448467,"2008-04","2008-Q2",128100,-0.0663544106167057,"2005-12"
2019-02-28,25574,"Lexington","KY","Lexington-Fayette","Fayette County",67,181800,0.0033112582781457,0.0122494432071269,0.0502599653379549,0.054396448080636,0.0242251233931321,"2019-02","2019-Q1",181800,0,"2019-02"
2019-02-28,18170,"Fort Wayne","IN","Fort Wayne","Allen County",68,131700,0.0038109756097561,0.0146379044684129,0.0993322203672788,0.0595995666367763,0.0262878955720076,"2019-02","2019-Q1",131700,0,"2019-02"
2019-02-28,11722,"Greensboro","NC","Greensboro-High Point","Guilford County",69,142000,0.0056657223796034,0.0135617416131335,0.0725075528700906,0.0471185394844653,0.0143031253170665,"2019-02","2019-Q1",142000,0,"2019-02"
2019-02-28,48215,"Vancouver","WA","Portland-Vancouver-Hillsboro","Clark County",70,321900,0.003428927680798,0.0170616113744076,0.0776699029126214,0.104653391353222,0.0456984469324238,"2019-02","2019-Q1",321900,0,"2019-02"
2019-02-28,7081,"Silver Spring","MD","Washington-Arlington-Alexandria","Montgomery County",71,413600,0.00510328068043742,0.0109997555609875,0.0439172135285209,0.0316097868222502,0.0155385853500356,"2006-08","2006-Q3",447500,-0.0757541899441341,"2005-07"
2019-02-28,34303,"Toledo","OH","Toledo","Lucas County",72,69700,-0.00143266475644699,0.0145560407569141,0.0449775112443778,0.0563099767962758,-0.00596859429077123,"2005-08","2005-Q3",91100,-0.234906695938529,"1999-10"
2019-02-28,23482,"Anchorage","AK","Anchorage","Anchorage Borough",73,331000,-0.00719856028794241,-0.0241745283018868,-0.0230224321133412,0.00416018285014341,0.00937854139042393,"2016-08","2016-Q3",341300,-0.0301787283914445,"2015-04"
2019-02-28,20313,"Saint Paul","MN","Minneapolis-St. Paul-Bloomington","Ramsey County",74,219500,0.00688073394495413,0.0228331780055918,0.0681265206812652,0.0779699057878567,0.0291391329643698,"2019-02","2019-Q1",219500,0,"2019-02"
2019-02-28,19533,"Naples","FL","Naples-Immokalee-Marco Island","Collier County",75,324100,-0.000616712920135677,-0.00154035736290819,0.0288888888888889,0.0660424887505109,0.0281229811920296,"2006-07","2006-Q3",432600,-0.250809061488673,"2005-03"
2019-02-28,24457,"Durham","NC","Durham-Chapel Hill","Durham County",76,227000,0.00486941124391324,0.0202247191011236,0.105160662122687,0.0790133750113216,0.0357260707636888,"2019-02","2019-Q1",227000,0,"2019-02"
2019-02-28,47945,"Tallahassee","FL","Tallahassee","Leon County",77,184700,0.00380434782608696,0.0181918412348401,0.090318772136954,0.0477182620510948,0.00910226571154515,"2006-10","2006-Q4",193600,-0.0459710743801653,"2006-02"
2019-02-28,7266,"Stockton","CA","Stockton-Lodi","San Joaquin County",78,300700,0.00133200133200133,0.00906040268456376,0.088309808179515,0.117166586875431,0.0668733579041243,"2006-03","2006-Q1",377500,-0.203443708609272,"2004-12"
2019-02-28,53915,"Plano","TX","Dallas-Fort Worth-Arlington","Collin County",79,340100,0.00265330188679245,0.0176540993417116,0.0413349663196571,0.0853668148498787,0.0529061704986307,"2019-02","2019-Q1",340100,0,"2019-02"
2019-02-28,12970,"Newark","NJ","New York-Newark-Jersey City","Essex County",80,252000,0.00598802395209581,0.0132689987937274,0.171003717472119,0.105381777233639,-0.00930690012716129,"2007-05","2007-Q2",330600,-0.237749546279492,"2005-05"
2019-02-28,11867,"Henderson","NV","Las Vegas-Henderson-Paradise","Clark County",81,329800,0.00182260024301337,0.00671550671550672,0.0920529801324503,0.0881255108136132,0.0399071848836901,"2006-06","2006-Q2",362000,-0.0889502762430939,"2004-11"
2019-02-28,32503,"Lincoln","NE","Lincoln","Lancaster County",82,181300,0.00666296501943365,0.0173961840628507,0.0652173913043478,0.0556382663740707,0.0329505024720538,"2019-02","2019-Q1",181300,0,"2019-02"
2019-02-28,25934,"Modesto","CA","Modesto","Stanislaus County",83,294900,0.000678656260604004,0.0140990371389271,0.0453739808578518,0.098575444699782,0.0619314311082206,"2006-04","2006-Q2",355000,-0.169295774647887,"2005-02"
2019-02-28,17384,"Chandler","AZ","Phoenix-Mesa-Scottsdale","Maricopa County",84,316200,0.00380952380952381,0.0183574879227053,0.0825059910989387,0.0561685922013948,0.0387009638413456,"2006-05","2006-Q2",331000,-0.0447129909365559,"2005-11"
2019-02-28,53060,"Lubbock","TX","Lubbock","Lubbock County",85,135400,-0.00147492625368732,-0.00147492625368732,0.0320121951219512,0.052973389570609,0.0328547683888498,"2018-12","2018-Q4",135800,-0.00294550810014728,"2018-11"
2019-02-28,25320,"Jersey City","NJ","New York-Newark-Jersey City","Hudson County",86,481900,0.00020755500207555,0.00354019158683882,0.0853603603603604,0.14135648316918,0.0396347302048976,"2019-02","2019-Q1",481900,0,"2019-02"
2019-02-28,13478,"Reno","NV","Reno","Washoe County",87,370900,0.00514905149051491,0.0172792100932529,0.0854550775534094,0.108104635817531,0.0479022246659351,"2019-02","2019-Q1",370900,0,"2019-02"
2019-02-28,17222,"Buffalo","NY","Buffalo-Cheektowaga-Niagara Falls","Erie County",88,86000,0.0082063305978898,0.0311750599520384,0.149732620320856,0.10756634324829,0.0609359110315257,"2019-02","2019-Q1",86000,0,"2019-02"
2019-02-28,32900,"Mobile","AL","Mobile","Mobile County",89,120500,0.00668337510442774,0.0185967878275571,0.0846084608460846,0.0603407961888931,-0.00107248471125065,"2008-06","2008-Q2",125600,-0.0406050955414013,"2007-06"
2019-02-28,25104,"Hialeah","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County",90,287900,0.00348553502962705,0.0173144876325088,0.103487926408586,0.151511855641562,0.0477372676522265,"2007-02","2007-Q1",298200,-0.0345405767940979,"2006-08"
2019-02-28,20328,"San Bernardino","CA","Riverside-San Bernardino-Ontario","San Bernardino County",91,287000,0.00174520069808028,0.0119887165021157,0.0773273273273273,0.103621102584856,0.0574925867691591,"2006-08","2006-Q3",331700,-0.134760325595418,"2005-10"
2019-02-28,51405,"Chula Vista","CA","San Diego-Carlsbad","San Diego County",92,537000,-0.00241501021735092,-0.00260029717682021,0.0195557243212455,0.0604113147058298,0.0455422430545085,"2006-06","2006-Q2",548800,-0.0215014577259475,"2005-05"
2019-02-28,26922,"Saint Petersburg","FL","Tampa-St. Petersburg-Clearwater","Pinellas County",93,219300,-0.00182066454255803,0.00827586206896552,0.0824284304047384,0.138797824967147,0.0515181440497596,"2019-01","2019-Q1",219700,-0.00182066454255803,"2019-01"
2019-02-28,53856,"Pensacola","FL","Pensacola-Ferry Pass-Brent","Escambia County",94,144200,0.00698324022346369,0.0277975766215253,0.106676899462778,0.106341494971989,0.0219996030480574,"2019-02","2019-Q1",144200,0,"2019-02"
2019-02-28,5573,"Lawrenceville","GA","Atlanta-Sandy Springs-Roswell","Gwinnett County",95,218700,0.00505514705882353,0.0176826430898092,0.10176322418136,0.0865665170558867,0.0338327184236296,"2019-02","2019-Q1",218700,0,"2019-02"
2019-02-28,41760,"Winston-Salem","NC","Winston-Salem","Forsyth County",96,133100,0.00301431801055011,0.00833333333333333,0.054675118858954,0.0456002767938222,0.00932661527139267,"2019-02","2019-Q1",133100,0,"2019-02"
2019-02-28,20604,"Spokane","WA","Spokane-Spokane Valley","Spokane County",97,208400,0.0116504854368932,0.0276134122287968,0.107921318447634,0.0907187758374413,0.0313845664665466,"2019-02","2019-Q1",208400,0,"2019-02"
2019-02-28,398849,"Madison","WI","Madison","Dane County",98,254500,0.00434096290449882,0.0119284294234592,0.0525227460711332,0.0665602014053475,0.029334404852009,"2019-02","2019-Q1",254500,0,"2019-02"
2019-02-28,6210,"Norfolk","VA","Virginia Beach-Norfolk-Newport News","Norfolk City",99,189500,0.00583864118895966,0.0188172043010753,0.0446527012127894,0.0473028264616469,0.000264235850427674,"2007-08","2007-Q3",200200,-0.0534465534465534,"2006-05"
2019-02-28,18298,"Glendale","AZ","Phoenix-Mesa-Scottsdale","Maricopa County",100,232700,0.000860215053763441,0.00779558250324816,0.0713627992633517,0.0832641158944056,0.0398042364000313,"2006-05","2006-Q2",254900,-0.0870929776382895,"2005-10"
2019-02-28,54346,"Scottsdale","AZ","Phoenix-Mesa-Scottsdale","Maricopa County",101,479500,0.00397822445561139,0.0148148148148148,0.0622507753655295,0.0465688170828924,0.0291073416913905,"2006-04","2006-Q2",515800,-0.0703761147731679,"2005-09"
2019-02-28,52001,"Fayetteville","NC","Fayetteville","Cumberland County",102,108100,0,0.0083955223880597,0.0536062378167641,0.0175374633376222,0.000836397186058102,"2010-07","2010-Q3",109900,-0.0163785259326661,"2009-04"
2019-02-28,3737,"Boise","ID","Boise City","Ada County",103,295000,0.0102739726027397,0.0405643738977072,0.18141770124149,0.104586968953894,0.0444835602700164,"2019-02","2019-Q1",295000,0,"2019-02"
2019-02-28,52650,"Irvine","CA","Los Angeles-Long Beach-Anaheim","Orange County",104,862400,-0.00473167916907098,-0.00484652665589661,0.0181818181818182,0.0366089460723711,0.0365311985735077,"2018-12","2018-Q4",868500,-0.00702360391479562,"2018-07"
2019-02-28,52893,"Laredo","TX","Laredo","Webb County",105,144500,0.000692520775623269,0.0140350877192982,0.0727542687453601,0.0449174251393738,0.0182444554193779,"2019-02","2019-Q1",144500,0,"2019-02"
2019-02-28,20362,"Sarasota","FL","North Port-Sarasota-Bradenton","Sarasota County",106,262700,0.00343773873185638,0.0111624326404927,0.0545965475712565,0.0903028263484325,0.0416974075456169,"2006-04","2006-Q2",306600,-0.143183300717547,"2005-06"
2019-02-28,44564,"Chesapeake","VA","Virginia Beach-Norfolk-Newport News","Chesapeake City",107,264900,0.00113378684807256,0.00799086757990868,0.0392310710082385,0.0295543910120466,0.00448782418192506,"2006-07","2006-Q3",275900,-0.0398695179412831,"2006-01"
2019-02-28,31614,"Fort Myers","FL","Cape Coral-Fort Myers","Lee County",108,210800,-0.00189393939393939,-0.00142112742775936,0.0173745173745174,0.0709958860395983,0.0355139736144556,"2006-06","2006-Q2",281700,-0.251686190983316,"2005-04"
2019-02-28,18251,"Garland","TX","Dallas-Fort Worth-Arlington","Dallas County",109,206000,0.0112911143838979,0.0467479674796748,0.128148959474261,0.131641454718879,0.0611395360622895,"2019-02","2019-Q1",206000,0,"2019-02"
2019-02-28,4888,"Gilbert","AZ","Phoenix-Mesa-Scottsdale","Maricopa County",110,335700,0.00328750747160789,0.0169645561950924,0.0787275064267352,0.0526788038760544,0.0421271936018655,"2006-05","2006-Q2",356200,-0.0575519371139809,"2005-11"
2019-02-28,26187,"North Las Vegas","NV","Las Vegas-Henderson-Paradise","Clark County",111,260200,0.00385802469135802,0.0144249512670565,0.125919515361315,0.111176927966082,0.0486555929911945,"2006-07","2006-Q3",296400,-0.122132253711201,"2005-01"
2019-02-28,11540,"Fremont","CA","San Francisco-Oakland-Hayward","Alameda County",112,1137100,-0.00298114861902674,-0.00594457557478801,0.0877176200497417,0.101172097274468,0.0767524833274467,"2018-11","2018-Q4",1143900,-0.00594457557478801,"2018-10"
2019-02-28,54311,"Santa Clarita","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",113,550600,0.0016372566854648,0.00547845142439737,0.015305181633782,0.056096757551132,0.0362359540187345,"2006-07","2006-Q3",573400,-0.0397628182769445,"2006-01"
2019-02-28,24741,"Fontana","CA","Riverside-San Bernardino-Ontario","San Bernardino County",114,389000,0.00051440329218107,0.00751100751100751,0.0524891774891775,0.071434433785478,0.0528617488204564,"2006-07","2006-Q3",432300,-0.100161924589406,"2005-10"
2019-02-28,12065,"Irving","TX","Dallas-Fort Worth-Arlington","Dallas County",115,221200,0.0100456621004566,0.050332383665717,0.161154855643045,0.123995077367442,0.0563927862172562,"2019-02","2019-Q1",221200,0,"2019-02"
2019-02-28,30258,"Arlington","VA","Washington-Arlington-Alexandria","Arlington County",116,683100,0.00382072005878031,0.0153091557669441,0.031405707383361,0.0324818283996604,0.0295735145714637,"2019-02","2019-Q1",683100,0,"2019-02"
